"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","VALUE","ACRES","REL_PERCENT","annual_dist_acres"
"186","Alternative Succession","13022_41_50_51",0.000384,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1589,380744,0.6,146.205696
"187","Alternative Succession","13100_41_62",0.0340798,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,19137.8865678
"188","Alternative Succession","13100_51",0.0041266,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,5.3274406
"189","Alternative Succession","13110_50",0.002565,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,32.45751
"190","Alternative Succession","13110_51",0.0037196,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,36.8649556
"191","Alternative Succession","13620_41_50",0.0022808,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,0.5542344
"192","Alternative Succession","13620_41_50",0.0022808,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,1.48252
"193","Alternative Succession","13620_51_63_64_65_66",0.0008822,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,2183.3514868
"194","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,3928.2082472
"195","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,318.2199928
"196","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,0.6200664
"197","Alternative Succession","13651_51",0.0022104,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,2669.0049504
"198","Alternative Succession","13652_41",0.0016886,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,930.714105
"199","Alternative Succession","13652_51",0.0013544,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,990.7151576
"200","Alternative Succession","13940_39_40_41",0.0012218,"North-Central Interior Oak Savanna",1599,97467,0.2,119.0851806
"201","Alternative Succession","13940_39_40_41",0.0012218,"North-Central Interior Oak Savanna",1652,453,0,0.5534754
"202","Alternative Succession","13940_50_51",0.0043678,"North-Central Interior Oak Savanna",1570,240826,0.4,1051.8798028
"203","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1600,77789,0.1,104.2217022
"204","Alternative Succession","13950_50",0.0051966,"North-Central Oak Barrens",1571,23594,0,122.6085804
"205","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1628,998246,1.6,279.50888
"206","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1601,53326,0.1,14.93128
"207","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1572,25156,0,7.04368
"208","Alternative Succession","14090_50_64",0.0012928,"Great Lakes Alvar",1574,14939,0,19.3131392
"209","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1575,18815,0,152.85306
"210","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1603,6437,0,52.294188
"211","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1631,5463,0,44.381412
"212","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,4.939392
"213","Alternative Succession","14200_41",0.0059012,"Northern Tallgrass Prairie",1604,7821,0,46.1532852
"214","Alternative Succession","14210_31_38_42_43_44_50_51",0.0058724,"Central Tallgrass Prairie",1576,9858,0,57.8901192
"215","Alternative Succession","14690_31_39_40_43",0.012826,"Eastern Great Plains Floodplain Systems",1655,9,0,0.115434
"216","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,399.695238
"217","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,33.36438
"218","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,9665.071988
"219","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,2580.513936
"220","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,13.601588
"221","Alternative Succession","15170_42_49_50",0.0028152,"Paleozoic Plateau Bluff and Talus",1587,8763,0,24.6695976
"222","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,6189.2149152
"223","Insect or Disease","13010_40",0.0115426,"Boreal Aspen-Birch Forest",1646,5704,0,65.8389904
"224","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,59425.342033
"225","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,4813.984067
"226","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,9.380271
"227","Insect or Disease","13651_51",0.011187,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,13508.034012
"228","Insect or Disease","13652_41",0.0148872,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,8205.45246
"229","Insect or Disease","13652_51",0.0132968,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,9726.3299672
"230","Insect or Disease","13653_41",0.0147298,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1598,3183156,5.1,46887.2512488
"231","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1600,77789,0.1,16.6935194
"232","Insect or Disease","13950_50",0.0002214,"North-Central Oak Barrens",1571,23594,0,5.2237116
"233","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,2141.6272732
"234","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,228.8797422
"235","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,138.1859246
"236","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1608,4275013,6.8,7008.4563122
"237","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1581,1712958,2.7,2808.2233452
"238","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1637,1388897,2.2,2276.9577418
"239","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1656,50985,0.1,83.584809
"240","Mixed Fire","13100_41_62",0.017709,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,9944.683749
"241","Mixed Fire","13100_44_50",0.0202956,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,2145.5290584
"242","Mixed Fire","13100_51",0.0062232,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,8.0341512
"243","Mixed Fire","13110_50",0.010059,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,127.286586
"244","Mixed Fire","13110_51",0.0089836,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,89.0364596
"245","Mixed Fire","13441_51",0.0158722,"Boreal Jack Pine-Black Spruce Forest - Pine Barrens",1620,654270,1,10384.704294
"246","Mixed Fire","13620_41_50",0.0014942,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,0.3630906
"247","Mixed Fire","13620_41_50",0.0014942,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,0.97123
"248","Mixed Fire","13620_51_63_64_65_66",0.0022214,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,5497.7295316
"249","Mixed Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,1959.5124132
"250","Mixed Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,158.7380268
"251","Mixed Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,0.3093084
"252","Mixed Fire","13651_51",0.0019318,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,2332.6021368
"253","Mixed Fire","13652_41",0.0008962,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,493.963035
"254","Mixed Fire","13652_51",0.00079,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,577.86841
"255","Mixed Fire","13653_41",0.0041366,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1598,3183156,5.1,13167.4431096
"256","Mixed Fire","13660_50",0.0010034,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1569,535983,0.9,537.8053422
"257","Mixed Fire","13660_51_63_64_65_66",0.0009764,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1625,1091156,1.7,1065.4047184
"258","Mixed Fire","13940_39_40_41",0.0060802,"North-Central Interior Oak Savanna",1599,97467,0.2,592.6188534
"259","Mixed Fire","13940_39_40_41",0.0060802,"North-Central Interior Oak Savanna",1652,453,0,2.7543306
"260","Mixed Fire","13940_50_51",0.0053578,"North-Central Interior Oak Savanna",1570,240826,0.4,1290.2975428
"261","Mixed Fire","13950_41_42_43_49_52",0.004018,"North-Central Oak Barrens",1600,77789,0.1,312.556202
"262","Mixed Fire","13950_50",0.0070272,"North-Central Oak Barrens",1571,23594,0,165.7997568
"263","Mixed Fire","14071_41_50_51",0.0133642,"Laurentian Pine-Oak Barrens",1628,998246,1.6,13340.7591932
"264","Mixed Fire","14071_41_50_51",0.0133642,"Laurentian Pine-Oak Barrens",1601,53326,0.1,712.6593292
"265","Mixed Fire","14071_41_50_51",0.0133642,"Laurentian Pine-Oak Barrens",1572,25156,0,336.1898152
"266","Mixed Fire","14072_41_50_51",0.0216634,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,45655.3122124
"267","Mixed Fire","14072_41_50_51",0.0216634,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,4879.2692454
"268","Mixed Fire","14072_41_50_51",0.0216634,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,2945.8541222
"269","Mixed Fire","14090_50_64",0.0003168,"Great Lakes Alvar",1574,14939,0,4.7326752
"270","Mixed Fire","14440_41_50_51",0.00173,"Eastern Boreal Floodplain",1605,705055,1.1,1219.74515
"271","Mixed Fire","14440_41_50_51",0.00173,"Eastern Boreal Floodplain",1633,90068,0.1,155.81764
"272","Mixed Fire","14440_41_50_51",0.00173,"Eastern Boreal Floodplain",1577,12545,0,21.70285
"273","Mixed Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,60.602628
"274","Mixed Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1634,13046,0,24.578664
"275","Mixed Fire","14690_31_39_40_43",0.012798,"Eastern Great Plains Floodplain Systems",1655,9,0,0.115182
"276","Mixed Fire","14710_41_50",0.00238,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,41.68332
"277","Mixed Fire","14710_41_50",0.00238,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,45.68886
"278","Mixed Fire","14710_51_62",0.0023212,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,172.5556868
"279","Mixed Fire","14750_41_50_51_63_64_65_66",0.00232,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,1008.32072
"280","Mixed Fire","14750_41_50_51_63_64_65_66",0.00232,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,519.22528
"281","Mixed Fire","14750_41_50_51_63_64_65_66",0.00232,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,418.52104
"282","Mixed Fire","15170_42_49_50",0.0079184,"Paleozoic Plateau Bluff and Talus",1587,8763,0,69.3889392
"283","Native Grazing","13100_41_62",0.0021416,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,1202.6390376
"284","Native Grazing","13100_44_50",0.0014376,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,151.9744464
"285","Native Grazing","13100_51",0.0036416,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,4.7013056
"286","Native Grazing","13110_50",0.0064382,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,81.4689828
"287","Native Grazing","13110_51",0.0061832,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,61.2816952
"288","Native Grazing","13310_39_40_41",0.0308634,"Eastern Great Plains Tallgrass Aspen Parkland",1592,27154,0,838.0647636
"289","Native Grazing","13310_39_40_41",0.0308634,"Eastern Great Plains Tallgrass Aspen Parkland",1649,2733,0,84.3496722
"290","Native Grazing","13940_39_40_41",0.000983,"North-Central Interior Oak Savanna",1599,97467,0.2,95.810061
"291","Native Grazing","13940_39_40_41",0.000983,"North-Central Interior Oak Savanna",1652,453,0,0.445299
"292","Native Grazing","13940_50_51",0.001063,"North-Central Interior Oak Savanna",1570,240826,0.4,255.998038
"293","Native Grazing","13950_41_42_43_49_52",0.0009956,"North-Central Oak Barrens",1600,77789,0.1,77.4467284
"294","Native Grazing","13950_50",0.0010886,"North-Central Oak Barrens",1571,23594,0,25.6844284
"295","Native Grazing","14090_50_64",0.0039898,"Great Lakes Alvar",1574,14939,0,59.6036222
"296","Native Grazing","14200_39_40_42",0.284174,"Northern Tallgrass Prairie",1654,6634,0,1885.210316
"297","Native Grazing","14820_39_40",0.1583818,"Great Plains Prairie Pothole",1657,109,0,17.2636162
"298","Native Grazing","14950_31_39_40",0.1519744,"Western Great Plains Depressional Wetland Systems",1658,422,0,64.1331968
"299","Native Grazing","15170_42_49_50",0.0003062,"Paleozoic Plateau Bluff and Talus",1587,8763,0,2.6832306
"300","Non Fire Disturbances","13010_40",0.0115426,"Boreal Aspen-Birch Forest",1646,5704,0,65.8389904
"301","Non Fire Disturbances","13020_40",0.0009684,"Laurentian-Acadian Northern Hardwoods Forest",1647,29,0,0.0280836
"302","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1614,5221136,8.3,4785.6932576
"303","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1561,4826790,7.7,4424.235714
"304","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1588,3367389,5.4,3086.5487574
"305","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1562,3200465,5.1,2933.546219
"306","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1615,2241937,3.6,2054.9594542
"307","Non Fire Disturbances","13022_41_50_51",0.0009166,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1589,380744,0.6,348.9899504
"308","Non Fire Disturbances","13023_51",0.0018066,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",1616,101763,0.2,183.8450358
"309","Non Fire Disturbances","13100_41_62",0.0026812,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,1505.6573532
"310","Non Fire Disturbances","13100_44_50",0.0022908,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,242.1696312
"311","Non Fire Disturbances","13100_51",0.0045506,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,5.8748246
"312","Non Fire Disturbances","13110_50",0.0077736,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,98.3671344
"313","Non Fire Disturbances","13110_51",0.0072762,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,72.1144182
"314","Non Fire Disturbances","13130_47_50_51",0.140167,"North-Central Interior Beech-Maple Forest",1565,32864,0.1,4606.448288
"315","Non Fire Disturbances","13130_47_50_51",0.140167,"North-Central Interior Beech-Maple Forest",1619,36117,0.1,5062.411539
"316","Non Fire Disturbances","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1591,492628,0.8,69105.7573144
"317","Non Fire Disturbances","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1566,201633,0.3,28285.0369134
"318","Non Fire Disturbances","13140_38_39_40_41_42_43_44_50",0.1402798,"North-Central Interior Maple-Basswood Forest",1648,157,0,22.0239286
"319","Non Fire Disturbances","13310_39_40_41",0.0415206,"Eastern Great Plains Tallgrass Aspen Parkland",1592,27154,0,1127.4503724
"320","Non Fire Disturbances","13310_39_40_41",0.0415206,"Eastern Great Plains Tallgrass Aspen Parkland",1649,2733,0,113.4757998
"321","Non Fire Disturbances","13440_41",0.0009788,"Boreal Jack Pine-Black Spruce Forest",1593,768332,1.2,752.0433616
"322","Non Fire Disturbances","13442_51",0.0006868,"Boreal Jack Pine-Black Spruce Forest - Spruce-Fir",1621,61190,0.1,42.025292
"323","Non Fire Disturbances","13620_41_50",0.0017146,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,0.4166478
"324","Non Fire Disturbances","13620_41_50",0.0017146,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,1.11449
"325","Non Fire Disturbances","13620_51_63_64_65_66",0.0058676,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,14521.6880344
"326","Non Fire Disturbances","13622_41_50",0.0009526,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2724,2163502,3.4,2060.9520052
"327","Non Fire Disturbances","13622_41_50",0.0009526,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2726,1896775,3,1806.867865
"328","Non Fire Disturbances","13651_40_41_50",0.0215294,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,61785.4811786
"329","Non Fire Disturbances","13651_40_41_50",0.0215294,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,5005.1764414
"330","Non Fire Disturbances","13651_40_41_50",0.0215294,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,9.7528182
"331","Non Fire Disturbances","13651_51",0.0774446,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,93512.4958296
"332","Non Fire Disturbances","13652_41",0.0158046,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,8711.100405
"333","Non Fire Disturbances","13652_51",0.0141232,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,10330.8242128
"334","Non Fire Disturbances","13653_41",0.0147298,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1598,3183156,5.1,46887.2512488
"335","Non Fire Disturbances","13660_50",0.0010004,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1569,535983,0.9,536.1973932
"336","Non Fire Disturbances","13660_51_63_64_65_66",0.0009622,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1625,1091156,1.7,1049.9103032
"337","Non Fire Disturbances","13940_39_40_41",0.002012,"North-Central Interior Oak Savanna",1599,97467,0.2,196.103604
"338","Non Fire Disturbances","13940_39_40_41",0.002012,"North-Central Interior Oak Savanna",1652,453,0,0.911436
"339","Non Fire Disturbances","13940_50_51",0.0019986,"North-Central Interior Oak Savanna",1570,240826,0.4,481.3148436
"340","Non Fire Disturbances","13950_41_42_43_49_52",0.0354132,"North-Central Oak Barrens",1600,77789,0.1,2754.7574148
"341","Non Fire Disturbances","13950_50",0.036656,"North-Central Oak Barrens",1571,23594,0,864.861664
"342","Non Fire Disturbances","14072_41_50_51",0.0020044,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,4224.2449384
"343","Non Fire Disturbances","14072_41_50_51",0.0020044,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,451.4530164
"344","Non Fire Disturbances","14072_41_50_51",0.0020044,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,272.5643252
"345","Non Fire Disturbances","14090_50_64",0.4297864,"Great Lakes Alvar",1574,14939,0,6420.5790296
"346","Non Fire Disturbances","14110_49_51_52",0.0178694,"Great Lakes Wet-Mesic Lakeplain Prairie",1630,193,0,3.4487942
"347","Non Fire Disturbances","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1575,18815,0,121.710472
"348","Non Fire Disturbances","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1603,6437,0,41.6396656
"349","Non Fire Disturbances","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1631,5463,0,35.3390544
"350","Non Fire Disturbances","14120_39_40_41_42_43_50_51",0.0064688,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,3.9330304
"351","Non Fire Disturbances","14200_39_40_42",0.284174,"Northern Tallgrass Prairie",1654,6634,0,1885.210316
"352","Non Fire Disturbances","14200_41",0.0242092,"Northern Tallgrass Prairie",1604,7821,0,189.3401532
"353","Non Fire Disturbances","14210_31_38_42_43_44_50_51",0.024255,"Central Tallgrass Prairie",1576,9858,0,239.10579
"354","Non Fire Disturbances","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1605,705055,1.1,86835.560877
"355","Non Fire Disturbances","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1633,90068,0.1,11092.9009752
"356","Non Fire Disturbances","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1577,12545,0,1545.059763
"357","Non Fire Disturbances","14660_50_51",0.0055894,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,179.7942298
"358","Non Fire Disturbances","14660_50_51",0.0055894,"Great Lakes Wooded Dune and Swale",1634,13046,0,72.9193124
"359","Non Fire Disturbances","14690_31_39_40_43",0.0641924,"Eastern Great Plains Floodplain Systems",1655,9,0,0.5777316
"360","Non Fire Disturbances","14710_41_50",0.2175414,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,3810.0200796
"361","Non Fire Disturbances","14710_41_50",0.2175414,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,4176.1422558
"362","Non Fire Disturbances","14710_51_62",0.2123552,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,15786.2732128
"363","Non Fire Disturbances","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,92881.550047
"364","Non Fire Disturbances","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,47828.481428
"365","Non Fire Disturbances","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,38552.101679
"366","Non Fire Disturbances","14770_40_41_50_51",0.0136084,"Boreal Acidic Peatland Systems",1608,4275013,6.8,58176.0869092
"367","Non Fire Disturbances","14770_40_41_50_51",0.0136084,"Boreal Acidic Peatland Systems",1581,1712958,2.7,23310.6176472
